Name,Type1,Type2
mewtwo_2,Psychic,
mewtwo_3,Psychic,
mewtwo_4,Psychic,
mewtwo_5,Psychic,
mewtwo_6,Psychic,
mewtwo_7,Psychic,
mewtwo_8,Psychic,
mewtwo_9,Psychic,
mewtwo_10,Psychic,
mewtwo_11,Psychic,
mewtwo_12,Psychic,
mewtwo_13,Psychic,
mewtwo_14,Psychic,
mewtwo_15,Psychic,
mewtwo_16,Psychic,
mewtwo_17,Psychic,
mewtwo_18,Psychic,
mewtwo_19,Psychic,
mewtwo_20,Psychic,
mewtwo_21,Psychic,
mewtwo_22,Psychic,
mewtwo_23,Psychic,
mewtwo_24,Psychic,
mewtwo_25,Psychic,
mewtwo_26,Psychic,
mewtwo_27,Psychic,
mewtwo_28,Psychic,
mewtwo_29,Psychic,
mewtwo_30,Psychic,
mewtwo_31,Psychic,
mewtwo_32,Psychic,
mewtwo_33,Psychic,
mewtwo_34,Psychic,
mewtwo_35,Psychic,
mewtwo_36,Psychic,
mewtwo_37,Psychic,
mewtwo_38,Psychic,
mewtwo_39,Psychic,
mewtwo_40,Psychic,
mewtwo_41,Psychic,
mewtwo_42,Psychic,
mewtwo_43,Psychic,
mewtwo_44,Psychic,
mewtwo_45,Psychic,
mewtwo_46,Psychic,
mewtwo_47,Psychic,
mewtwo_48,Psychic,
mewtwo_49,Psychic,
mewtwo_50,Psychic,
mewtwo_51,Psychic,
mewtwo_52,Psychic,
mewtwo_53,Psychic,
mewtwo_54,Psychic,
kabuto_1,Rock,Water
kabuto_2,Rock,Water
kabuto_3,Rock,Water
kabuto_4,Rock,Water
kabuto_5,Rock,Water
kabuto_6,Rock,Water
kabuto_7,Rock,Water
kabuto_8,Rock,Water
kabuto_9,Rock,Water
kabuto_10,Rock,Water
kabuto_11,Rock,Water
kabuto_12,Rock,Water
kabuto_13,Rock,Water
kabuto_14,Rock,Water
kabuto_15,Rock,Water
kabuto_16,Rock,Water
kabuto_17,Rock,Water
kabuto_18,Rock,Water
kabuto_19,Rock,Water
kabuto_20,Rock,Water
kabuto_21,Rock,Water
kabuto_22,Rock,Water
kabuto_23,Rock,Water
kabuto_24,Rock,Water
kabuto_25,Rock,Water
kabuto_26,Rock,Water
kabuto_27,Rock,Water
kabuto_28,Rock,Water
kabuto_29,Rock,Water
kabuto_30,Rock,Water
kabuto_31,Rock,Water
kabuto_32,Rock,Water
kabuto_33,Rock,Water
kabuto_34,Rock,Water
kabuto_35,Rock,Water
kabuto_36,Rock,Water
kabuto_37,Rock,Water
kabuto_38,Rock,Water
kabuto_39,Rock,Water
kabuto_40,Rock,Water
kabuto_41,Rock,Water
kabuto_42,Rock,Water
kabuto_43,Rock,Water
kabuto_44,Rock,Water
kabuto_45,Rock,Water
kabuto_46,Rock,Water
kabuto_47,Rock,Water
kabuto_48,Rock,Water
kabuto_49,Rock,Water
pidgeotto_1,Normal,Flying
pidgeotto_2,Normal,Flying
pidgeotto_3,Normal,Flying
pidgeotto_4,Normal,Flying
pidgeotto_5,Normal,Flying
pidgeotto_6,Normal,Flying
pidgeotto_7,Normal,Flying
pidgeotto_8,Normal,Flying
pidgeotto_9,Normal,Flying
pidgeotto_10,Normal,Flying
pidgeotto_11,Normal,Flying
pidgeotto_12,Normal,Flying
pidgeotto_13,Normal,Flying
pidgeotto_14,Normal,Flying
pidgeotto_15,Normal,Flying
pidgeotto_16,Normal,Flying
pidgeotto_17,Normal,Flying
pidgeotto_18,Normal,Flying
pidgeotto_19,Normal,Flying
pidgeotto_20,Normal,Flying
pidgeotto_21,Normal,Flying
pidgeotto_22,Normal,Flying
pidgeotto_23,Normal,Flying
pidgeotto_24,Normal,Flying
pidgeotto_25,Normal,Flying
pidgeotto_26,Normal,Flying
pidgeotto_27,Normal,Flying
pidgeotto_28,Normal,Flying
pidgeotto_29,Normal,Flying
pidgeotto_30,Normal,Flying
pidgeotto_31,Normal,Flying
pidgeotto_32,Normal,Flying
pidgeotto_33,Normal,Flying
pidgeotto_34,Normal,Flying
pidgeotto_35,Normal,Flying
pidgeotto_36,Normal,Flying
pidgeotto_37,Normal,Flying
pidgeotto_38,Normal,Flying
pidgeotto_39,Normal,Flying
pidgeotto_40,Normal,Flying
hitmonchan_1,Fighting,
hitmonchan_2,Fighting,
hitmonchan_3,Fighting,
hitmonchan_4,Fighting,
hitmonchan_5,Fighting,
hitmonchan_6,Fighting,
hitmonchan_7,Fighting,
hitmonchan_8,Fighting,
hitmonchan_9,Fighting,
hitmonchan_10,Fighting,
hitmonchan_11,Fighting,
hitmonchan_12,Fighting,
hitmonchan_13,Fighting,
hitmonchan_14,Fighting,
hitmonchan_15,Fighting,
hitmonchan_16,Fighting,
hitmonchan_17,Fighting,
hitmonchan_18,Fighting,
hitmonchan_19,Fighting,
hitmonchan_20,Fighting,
hitmonchan_21,Fighting,
hitmonchan_22,Fighting,
hitmonchan_23,Fighting,
hitmonchan_24,Fighting,
hitmonchan_25,Fighting,
hitmonchan_26,Fighting,
hitmonchan_27,Fighting,
hitmonchan_28,Fighting,
hitmonchan_29,Fighting,
hitmonchan_30,Fighting,
hitmonchan_31,Fighting,
hitmonchan_32,Fighting,
hitmonchan_33,Fighting,
hitmonchan_34,Fighting,
hitmonchan_35,Fighting,
hitmonchan_36,Fighting,
hitmonchan_37,Fighting,
hitmonchan_38,Fighting,
hitmonchan_39,Fighting,
hitmonchan_40,Fighting,
hitmonchan_41,Fighting,
hitmonchan_42,Fighting,
hitmonchan_43,Fighting,
hitmonchan_44,Fighting,
hitmonchan_45,Fighting,
hitmonchan_46,Fighting,
hitmonchan_47,Fighting,
blastoise_1,Water,
blastoise_2,Water,
blastoise_3,Water,
blastoise_4,Water,
blastoise_5,Water,
blastoise_6,Water,
blastoise_7,Water,
blastoise_8,Water,
blastoise_9,Water,
blastoise_10,Water,
blastoise_11,Water,
blastoise_12,Water,
blastoise_13,Water,
blastoise_14,Water,
blastoise_15,Water,
blastoise_16,Water,
blastoise_17,Water,
blastoise_18,Water,
blastoise_19,Water,
blastoise_20,Water,
blastoise_21,Water,
blastoise_22,Water,
blastoise_23,Water,
blastoise_24,Water,
blastoise_25,Water,
blastoise_26,Water,
blastoise_27,Water,
blastoise_28,Water,
blastoise_29,Water,
blastoise_30,Water,
blastoise_31,Water,
blastoise_32,Water,
blastoise_33,Water,
blastoise_34,Water,
blastoise_35,Water,
blastoise_36,Water,
blastoise_37,Water,
blastoise_38,Water,
blastoise_39,Water,
blastoise_40,Water,
blastoise_41,Water,
blastoise_42,Water,
weezing_1,Poison,
weezing_2,Poison,
weezing_3,Poison,
weezing_4,Poison,
weezing_5,Poison,
weezing_6,Poison,
weezing_7,Poison,
weezing_8,Poison,
weezing_9,Poison,
weezing_10,Poison,
weezing_11,Poison,
weezing_12,Poison,
weezing_13,Poison,
weezing_14,Poison,
weezing_15,Poison,
weezing_16,Poison,
weezing_17,Poison,
weezing_18,Poison,
weezing_19,Poison,
weezing_20,Poison,
weezing_21,Poison,
weezing_22,Poison,
weezing_23,Poison,
weezing_24,Poison,
weezing_25,Poison,
weezing_26,Poison,
weezing_27,Poison,
weezing_28,Poison,
weezing_29,Poison,
weezing_30,Poison,
weezing_31,Poison,
weezing_32,Poison,
weezing_33,Poison,
weezing_34,Poison,
weezing_35,Poison,
weezing_36,Poison,
weezing_37,Poison,
weezing_38,Poison,
weezing_39,Poison,
weezing_40,Poison,
weezing_41,Poison,
weezing_42,Poison,
weezing_43,Poison,
weezing_44,Poison,
weezing_45,Poison,
weezing_46,Poison,
weezing_47,Poison,
weezing_48,Poison,
weezing_49,Poison,
weezing_50,Poison,
golbat_1,Poison,Flying
golbat_2,Poison,Flying
golbat_3,Poison,Flying
golbat_4,Poison,Flying
golbat_5,Poison,Flying
golbat_6,Poison,Flying
golbat_7,Poison,Flying
golbat_8,Poison,Flying
golbat_9,Poison,Flying
golbat_10,Poison,Flying
golbat_11,Poison,Flying
golbat_12,Poison,Flying
golbat_13,Poison,Flying
golbat_14,Poison,Flying
golbat_15,Poison,Flying
golbat_16,Poison,Flying
golbat_17,Poison,Flying
golbat_18,Poison,Flying
golbat_19,Poison,Flying
golbat_20,Poison,Flying
golbat_21,Poison,Flying
golbat_22,Poison,Flying
golbat_23,Poison,Flying
golbat_24,Poison,Flying
golbat_25,Poison,Flying
golbat_26,Poison,Flying
golbat_27,Poison,Flying
golbat_28,Poison,Flying
golbat_29,Poison,Flying
golbat_30,Poison,Flying
golbat_31,Poison,Flying
golbat_32,Poison,Flying
golbat_33,Poison,Flying
golbat_34,Poison,Flying
golbat_35,Poison,Flying
golbat_36,Poison,Flying
golbat_37,Poison,Flying
golbat_38,Poison,Flying
golbat_39,Poison,Flying
golbat_40,Poison,Flying
golbat_41,Poison,Flying
golbat_42,Poison,Flying
golbat_43,Poison,Flying
golbat_44,Poison,Flying
golbat_45,Poison,Flying
golbat_46,Poison,Flying
golbat_47,Poison,Flying
golbat_48,Poison,Flying
seadra_1,Water,
seadra_2,Water,
seadra_3,Water,
seadra_4,Water,
seadra_5,Water,
seadra_6,Water,
seadra_7,Water,
seadra_8,Water,
seadra_9,Water,
seadra_10,Water,
seadra_11,Water,
seadra_12,Water,
seadra_13,Water,
seadra_14,Water,
seadra_15,Water,
seadra_16,Water,
seadra_17,Water,
seadra_18,Water,
seadra_19,Water,
seadra_20,Water,
seadra_21,Water,
seadra_22,Water,
seadra_23,Water,
seadra_24,Water,
seadra_25,Water,
seadra_26,Water,
seadra_27,Water,
seadra_28,Water,
seadra_29,Water,
seadra_30,Water,
seadra_31,Water,
seadra_32,Water,
seadra_33,Water,
seadra_34,Water,
seadra_35,Water,
seadra_36,Water,
seadra_37,Water,
seadra_38,Water,
seadra_39,Water,
seadra_40,Water,
seadra_41,Water,
seadra_42,Water,
seadra_43,Water,
seadra_44,Water,
seadra_45,Water,
seadra_46,Water,
seadra_47,Water,
seadra_48,Water,
rhyhorn_1,Ground,Rock
rhyhorn_2,Ground,Rock
rhyhorn_3,Ground,Rock
rhyhorn_4,Ground,Rock
rhyhorn_5,Ground,Rock
rhyhorn_6,Ground,Rock
rhyhorn_7,Ground,Rock
rhyhorn_8,Ground,Rock
rhyhorn_9,Ground,Rock
rhyhorn_10,Ground,Rock
rhyhorn_11,Ground,Rock
rhyhorn_12,Ground,Rock
rhyhorn_13,Ground,Rock
rhyhorn_14,Ground,Rock
rhyhorn_15,Ground,Rock
rhyhorn_16,Ground,Rock
rhyhorn_17,Ground,Rock
rhyhorn_18,Ground,Rock
rhyhorn_19,Ground,Rock
rhyhorn_20,Ground,Rock
rhyhorn_21,Ground,Rock
rhyhorn_22,Ground,Rock
rhyhorn_23,Ground,Rock
rhyhorn_24,Ground,Rock
rhyhorn_25,Ground,Rock
rhyhorn_26,Ground,Rock
rhyhorn_27,Ground,Rock
rhyhorn_28,Ground,Rock
rhyhorn_29,Ground,Rock
rhyhorn_30,Ground,Rock
rhyhorn_31,Ground,Rock
rhyhorn_32,Ground,Rock
rhyhorn_33,Ground,Rock
rhyhorn_34,Ground,Rock
rhyhorn_35,Ground,Rock
rhyhorn_36,Ground,Rock
rhyhorn_37,Ground,Rock
rhyhorn_38,Ground,Rock
rhyhorn_39,Ground,Rock
rhyhorn_40,Ground,Rock
rhyhorn_41,Ground,Rock
moltres_1,Fire,Flying
moltres_2,Fire,Flying
moltres_3,Fire,Flying
moltres_4,Fire,Flying
moltres_5,Fire,Flying
moltres_6,Fire,Flying
moltres_7,Fire,Flying
moltres_8,Fire,Flying
moltres_9,Fire,Flying
moltres_10,Fire,Flying
moltres_11,Fire,Flying
moltres_12,Fire,Flying
moltres_13,Fire,Flying
moltres_14,Fire,Flying
moltres_15,Fire,Flying
moltres_16,Fire,Flying
moltres_17,Fire,Flying
moltres_18,Fire,Flying
moltres_19,Fire,Flying
moltres_20,Fire,Flying
moltres_21,Fire,Flying
moltres_22,Fire,Flying
moltres_23,Fire,Flying
moltres_24,Fire,Flying
moltres_25,Fire,Flying
moltres_26,Fire,Flying
moltres_27,Fire,Flying
moltres_28,Fire,Flying
moltres_29,Fire,Flying
moltres_30,Fire,Flying
moltres_31,Fire,Flying
moltres_32,Fire,Flying
moltres_33,Fire,Flying
moltres_34,Fire,Flying
moltres_35,Fire,Flying
moltres_36,Fire,Flying
moltres_37,Fire,Flying
moltres_38,Fire,Flying
moltres_39,Fire,Flying
moltres_40,Fire,Flying
moltres_41,Fire,Flying
moltres_42,Fire,Flying
moltres_43,Fire,Flying
golduck_1,Water,
golduck_2,Water,
golduck_3,Water,
golduck_4,Water,
golduck_5,Water,
golduck_6,Water,
golduck_7,Water,
golduck_8,Water,
golduck_9,Water,
golduck_10,Water,
golduck_11,Water,
golduck_12,Water,
golduck_13,Water,
golduck_14,Water,
golduck_15,Water,
golduck_16,Water,
golduck_17,Water,
golduck_18,Water,
golduck_19,Water,
golduck_20,Water,
golduck_21,Water,
golduck_22,Water,
golduck_23,Water,
golduck_24,Water,
golduck_25,Water,
golduck_26,Water,
golduck_27,Water,
golduck_28,Water,
golduck_29,Water,
golduck_30,Water,
golduck_31,Water,
golduck_32,Water,
golduck_33,Water,
golduck_34,Water,
golduck_35,Water,
golduck_36,Water,
golduck_37,Water,
golduck_38,Water,
golduck_39,Water,
golduck_40,Water,
golduck_41,Water,
golduck_42,Water,
golduck_43,Water,
golduck_44,Water,
golduck_45,Water,
golduck_46,Water,
golduck_47,Water,
kabutops_1,Rock,Water
kabutops_2,Rock,Water
kabutops_3,Rock,Water
kabutops_4,Rock,Water
kabutops_5,Rock,Water
kabutops_6,Rock,Water
kabutops_7,Rock,Water
kabutops_8,Rock,Water
kabutops_9,Rock,Water
kabutops_10,Rock,Water
kabutops_11,Rock,Water
kabutops_12,Rock,Water
kabutops_13,Rock,Water
kabutops_14,Rock,Water
kabutops_15,Rock,Water
kabutops_16,Rock,Water
kabutops_17,Rock,Water
kabutops_18,Rock,Water
kabutops_19,Rock,Water
kabutops_20,Rock,Water
kabutops_21,Rock,Water
kabutops_22,Rock,Water
kabutops_23,Rock,Water
kabutops_24,Rock,Water
kabutops_25,Rock,Water
kabutops_26,Rock,Water
kabutops_27,Rock,Water
kabutops_28,Rock,Water
kabutops_29,Rock,Water
kabutops_30,Rock,Water
kabutops_31,Rock,Water
kabutops_32,Rock,Water
kabutops_33,Rock,Water
kabutops_34,Rock,Water
kabutops_35,Rock,Water
kabutops_36,Rock,Water
kabutops_37,Rock,Water
kabutops_38,Rock,Water
kabutops_39,Rock,Water
kabutops_40,Rock,Water
kabutops_41,Rock,Water
kabutops_42,Rock,Water
aerodactyl_1,Rock,Flying
aerodactyl_2,Rock,Flying
aerodactyl_3,Rock,Flying
aerodactyl_4,Rock,Flying
aerodactyl_5,Rock,Flying
aerodactyl_6,Rock,Flying
aerodactyl_7,Rock,Flying
aerodactyl_8,Rock,Flying
aerodactyl_9,Rock,Flying
aerodactyl_10,Rock,Flying
aerodactyl_11,Rock,Flying
aerodactyl_12,Rock,Flying
aerodactyl_13,Rock,Flying
aerodactyl_14,Rock,Flying
aerodactyl_15,Rock,Flying
aerodactyl_16,Rock,Flying
aerodactyl_17,Rock,Flying
aerodactyl_18,Rock,Flying
aerodactyl_19,Rock,Flying
aerodactyl_20,Rock,Flying
aerodactyl_21,Rock,Flying
aerodactyl_22,Rock,Flying
aerodactyl_23,Rock,Flying
aerodactyl_24,Rock,Flying
aerodactyl_25,Rock,Flying
aerodactyl_26,Rock,Flying
aerodactyl_27,Rock,Flying
aerodactyl_28,Rock,Flying
aerodactyl_29,Rock,Flying
aerodactyl_30,Rock,Flying
aerodactyl_31,Rock,Flying
aerodactyl_32,Rock,Flying
aerodactyl_33,Rock,Flying
aerodactyl_34,Rock,Flying
aerodactyl_35,Rock,Flying
haunter_1,Ghost,Poison
haunter_2,Ghost,Poison
haunter_3,Ghost,Poison
haunter_4,Ghost,Poison
haunter_5,Ghost,Poison
haunter_6,Ghost,Poison
haunter_7,Ghost,Poison
haunter_8,Ghost,Poison
haunter_9,Ghost,Poison
haunter_10,Ghost,Poison
haunter_11,Ghost,Poison
haunter_12,Ghost,Poison
haunter_13,Ghost,Poison
haunter_14,Ghost,Poison
haunter_15,Ghost,Poison
haunter_16,Ghost,Poison
haunter_17,Ghost,Poison
haunter_18,Ghost,Poison
haunter_19,Ghost,Poison
haunter_20,Ghost,Poison
haunter_21,Ghost,Poison
haunter_22,Ghost,Poison
haunter_23,Ghost,Poison
haunter_24,Ghost,Poison
haunter_25,Ghost,Poison
haunter_26,Ghost,Poison
haunter_27,Ghost,Poison
haunter_28,Ghost,Poison
haunter_29,Ghost,Poison
haunter_30,Ghost,Poison
haunter_31,Ghost,Poison
haunter_32,Ghost,Poison
haunter_33,Ghost,Poison
haunter_34,Ghost,Poison
haunter_35,Ghost,Poison
haunter_36,Ghost,Poison
haunter_37,Ghost,Poison
haunter_38,Ghost,Poison
haunter_39,Ghost,Poison
haunter_40,Ghost,Poison
haunter_41,Ghost,Poison
haunter_42,Ghost,Poison
haunter_43,Ghost,Poison
haunter_44,Ghost,Poison
haunter_45,Ghost,Poison
haunter_46,Ghost,Poison
haunter_47,Ghost,Poison
haunter_48,Ghost,Poison
machop_1,Fighting,
machop_2,Fighting,
machop_3,Fighting,
machop_4,Fighting,
machop_5,Fighting,
machop_6,Fighting,
machop_7,Fighting,
machop_8,Fighting,
machop_9,Fighting,
machop_10,Fighting,
machop_11,Fighting,
machop_12,Fighting,
machop_13,Fighting,
machop_14,Fighting,
machop_15,Fighting,
machop_16,Fighting,
machop_17,Fighting,
machop_18,Fighting,
machop_19,Fighting,
machop_20,Fighting,
machop_21,Fighting,
machop_22,Fighting,
machop_23,Fighting,
machop_24,Fighting,
machop_25,Fighting,
machop_26,Fighting,
machop_27,Fighting,
machop_28,Fighting,
machop_29,Fighting,
machop_30,Fighting,
machop_31,Fighting,
machop_32,Fighting,
machop_33,Fighting,
machop_34,Fighting,
machop_35,Fighting,
machop_36,Fighting,
machop_37,Fighting,
machop_38,Fighting,
machop_39,Fighting,
machop_40,Fighting,
machop_41,Fighting,
koffing_1,Poison,
koffing_2,Poison,
koffing_3,Poison,
koffing_4,Poison,
koffing_5,Poison,
koffing_6,Poison,
koffing_7,Poison,
koffing_8,Poison,
koffing_9,Poison,
koffing_10,Poison,
koffing_11,Poison,
koffing_12,Poison,
koffing_13,Poison,
koffing_14,Poison,
koffing_15,Poison,
koffing_16,Poison,
koffing_17,Poison,
koffing_18,Poison,
koffing_19,Poison,
koffing_20,Poison,
koffing_21,Poison,
koffing_22,Poison,
koffing_23,Poison,
koffing_24,Poison,
koffing_25,Poison,
koffing_26,Poison,
koffing_27,Poison,
koffing_28,Poison,
koffing_29,Poison,
koffing_30,Poison,
koffing_31,Poison,
koffing_32,Poison,
koffing_33,Poison,
koffing_34,Poison,
koffing_35,Poison,
koffing_36,Poison,
koffing_37,Poison,
koffing_38,Poison,
koffing_39,Poison,
koffing_40,Poison,
koffing_41,Poison,
koffing_42,Poison,
koffing_43,Poison,
koffing_44,Poison,
koffing_45,Poison,
koffing_46,Poison,
koffing_47,Poison,
koffing_48,Poison,
pidgeot_1,Normal,Flying
pidgeot_2,Normal,Flying
pidgeot_3,Normal,Flying
pidgeot_4,Normal,Flying
pidgeot_5,Normal,Flying
pidgeot_6,Normal,Flying
pidgeot_7,Normal,Flying
pidgeot_8,Normal,Flying
pidgeot_9,Normal,Flying
pidgeot_10,Normal,Flying
pidgeot_11,Normal,Flying
pidgeot_12,Normal,Flying
pidgeot_13,Normal,Flying
pidgeot_14,Normal,Flying
pidgeot_15,Normal,Flying
pidgeot_16,Normal,Flying
pidgeot_17,Normal,Flying
pidgeot_18,Normal,Flying
pidgeot_19,Normal,Flying
pidgeot_20,Normal,Flying
pidgeot_21,Normal,Flying
pidgeot_22,Normal,Flying
pidgeot_23,Normal,Flying
pidgeot_24,Normal,Flying
pidgeot_25,Normal,Flying
pidgeot_26,Normal,Flying
pidgeot_27,Normal,Flying
pidgeot_28,Normal,Flying
pidgeot_29,Normal,Flying
pidgeot_30,Normal,Flying
pidgeot_31,Normal,Flying
pidgeot_32,Normal,Flying
pidgeot_33,Normal,Flying
pidgeot_34,Normal,Flying
pidgeot_35,Normal,Flying
pidgeot_36,Normal,Flying
pidgeot_37,Normal,Flying
pidgeot_38,Normal,Flying
pidgeot_39,Normal,Flying
pidgeot_40,Normal,Flying
pidgeot_41,Normal,Flying
pidgeot_42,Normal,Flying
pidgeot_43,Normal,Flying
wigglytuff_1,Normal,Fairy
wigglytuff_2,Normal,Fairy
wigglytuff_3,Normal,Fairy
wigglytuff_4,Normal,Fairy
wigglytuff_5,Normal,Fairy
wigglytuff_6,Normal,Fairy
wigglytuff_7,Normal,Fairy
wigglytuff_8,Normal,Fairy
wigglytuff_9,Normal,Fairy
wigglytuff_10,Normal,Fairy
wigglytuff_11,Normal,Fairy
wigglytuff_12,Normal,Fairy
wigglytuff_13,Normal,Fairy
wigglytuff_14,Normal,Fairy
wigglytuff_15,Normal,Fairy
wigglytuff_16,Normal,Fairy
wigglytuff_17,Normal,Fairy
wigglytuff_18,Normal,Fairy
wigglytuff_19,Normal,Fairy
wigglytuff_20,Normal,Fairy
wigglytuff_21,Normal,Fairy
wigglytuff_22,Normal,Fairy
wigglytuff_23,Normal,Fairy
wigglytuff_24,Normal,Fairy
wigglytuff_25,Normal,Fairy
wigglytuff_26,Normal,Fairy
wigglytuff_27,Normal,Fairy
wigglytuff_28,Normal,Fairy
wigglytuff_29,Normal,Fairy
wigglytuff_30,Normal,Fairy
wigglytuff_31,Normal,Fairy
wigglytuff_32,Normal,Fairy
wigglytuff_33,Normal,Fairy
wigglytuff_34,Normal,Fairy
wigglytuff_35,Normal,Fairy
wigglytuff_36,Normal,Fairy
wigglytuff_37,Normal,Fairy
wigglytuff_38,Normal,Fairy
wigglytuff_39,Normal,Fairy
wigglytuff_40,Normal,Fairy
wigglytuff_41,Normal,Fairy
wigglytuff_42,Normal,Fairy
wigglytuff_43,Normal,Fairy
wigglytuff_44,Normal,Fairy
wigglytuff_45,Normal,Fairy
wigglytuff_46,Normal,Fairy
wigglytuff_47,Normal,Fairy
wigglytuff_48,Normal,Fairy
wigglytuff_49,Normal,Fairy
wigglytuff_50,Normal,Fairy
wigglytuff_51,Normal,Fairy
wigglytuff_52,Normal,Fairy
wigglytuff_53,Normal,Fairy
wigglytuff_54,Normal,Fairy
wigglytuff_55,Normal,Fairy
wigglytuff_56,Normal,Fairy
wigglytuff_57,Normal,Fairy
porygon_1,Normal,
porygon_2,Normal,
porygon_3,Normal,
porygon_4,Normal,
porygon_5,Normal,
porygon_6,Normal,
porygon_7,Normal,
porygon_8,Normal,
porygon_9,Normal,
porygon_10,Normal,
porygon_11,Normal,
porygon_12,Normal,
porygon_13,Normal,
porygon_14,Normal,
porygon_15,Normal,
porygon_16,Normal,
porygon_17,Normal,
porygon_18,Normal,
porygon_19,Normal,
porygon_20,Normal,
porygon_21,Normal,
porygon_22,Normal,
porygon_23,Normal,
porygon_24,Normal,
porygon_25,Normal,
porygon_26,Normal,
porygon_27,Normal,
porygon_28,Normal,
porygon_29,Normal,
porygon_30,Normal,
porygon_31,Normal,
porygon_32,Normal,
porygon_33,Normal,
porygon_34,Normal,
porygon_35,Normal,
porygon_36,Normal,
porygon_37,Normal,
porygon_38,Normal,
porygon_39,Normal,
porygon_40,Normal,
porygon_41,Normal,
porygon_42,Normal,
porygon_43,Normal,
porygon_44,Normal,
porygon_45,Normal,
porygon_46,Normal,
vulpix_1,Fire,
vulpix_2,Fire,
vulpix_3,Fire,
vulpix_4,Fire,
vulpix_5,Fire,
vulpix_6,Fire,
vulpix_7,Fire,
vulpix_8,Fire,
vulpix_9,Fire,
vulpix_10,Fire,
vulpix_11,Fire,
vulpix_12,Fire,
vulpix_13,Fire,
vulpix_14,Fire,
vulpix_15,Fire,
vulpix_16,Fire,
vulpix_17,Fire,
vulpix_18,Fire,
vulpix_19,Fire,
vulpix_20,Fire,
vulpix_21,Fire,
vulpix_22,Fire,
vulpix_23,Fire,
vulpix_24,Fire,
vulpix_25,Fire,
vulpix_26,Fire,
vulpix_27,Fire,
vulpix_28,Fire,
vulpix_29,Fire,
vulpix_30,Fire,
vulpix_31,Fire,
vulpix_32,Fire,
vulpix_33,Fire,
vulpix_34,Fire,
vulpix_35,Fire,
vulpix_36,Fire,
vulpix_37,Fire,
vulpix_38,Fire,
vulpix_39,Fire,
vulpix_40,Fire,
vulpix_41,Fire,
vulpix_42,Fire,
vulpix_43,Fire,
vulpix_44,Fire,
vulpix_45,Fire,
vulpix_46,Fire,
vulpix_47,Fire,
vulpix_48,Fire,
vulpix_49,Fire,
vulpix_50,Fire,
dugtrio_1,Ground,
dugtrio_2,Ground,
dugtrio_3,Ground,
dugtrio_4,Ground,
dugtrio_5,Ground,
dugtrio_6,Ground,
dugtrio_7,Ground,
dugtrio_8,Ground,
dugtrio_9,Ground,
dugtrio_10,Ground,
dugtrio_11,Ground,
dugtrio_12,Ground,
dugtrio_13,Ground,
dugtrio_14,Ground,
dugtrio_15,Ground,
dugtrio_16,Ground,
dugtrio_17,Ground,
dugtrio_18,Ground,
dugtrio_19,Ground,
dugtrio_20,Ground,
dugtrio_21,Ground,
dugtrio_22,Ground,
dugtrio_23,Ground,
dugtrio_24,Ground,
dugtrio_25,Ground,
dugtrio_26,Ground,
dugtrio_27,Ground,
dugtrio_28,Ground,
dugtrio_29,Ground,
dugtrio_30,Ground,
dugtrio_31,Ground,
dugtrio_32,Ground,
dugtrio_33,Ground,
dugtrio_34,Ground,
dugtrio_35,Ground,
dugtrio_36,Ground,
dugtrio_37,Ground,
dugtrio_38,Ground,
dugtrio_39,Ground,
dugtrio_40,Ground,
dugtrio_41,Ground,
dugtrio_42,Ground,
dugtrio_43,Ground,
dugtrio_44,Ground,
dugtrio_45,Ground,
dugtrio_46,Ground,
dugtrio_47,Ground,
dugtrio_48,Ground,
dugtrio_49,Ground,
dugtrio_50,Ground,
dugtrio_51,Ground,
ditto_1,Normal,
ditto_2,Normal,
ditto_3,Normal,
ditto_4,Normal,
ditto_5,Normal,
ditto_6,Normal,
ditto_7,Normal,
ditto_8,Normal,
ditto_9,Normal,
ditto_10,Normal,
ditto_11,Normal,
ditto_12,Normal,
ditto_13,Normal,
ditto_14,Normal,
ditto_15,Normal,
ditto_16,Normal,
ditto_17,Normal,
ditto_18,Normal,
ditto_19,Normal,
ditto_20,Normal,
ditto_21,Normal,
ditto_22,Normal,
ditto_23,Normal,
ditto_24,Normal,
ditto_25,Normal,
ditto_26,Normal,
ditto_27,Normal,
ditto_28,Normal,
ditto_29,Normal,
ditto_30,Normal,
ditto_31,Normal,
ditto_32,Normal,
ditto_33,Normal,
ditto_34,Normal,
ditto_35,Normal,
ditto_36,Normal,
ditto_37,Normal,
ditto_38,Normal,
ditto_39,Normal,
ditto_40,Normal,
raticate_1,Normal,
raticate_2,Normal,
raticate_3,Normal,
raticate_4,Normal,
raticate_5,Normal,
raticate_6,Normal,
raticate_7,Normal,
raticate_8,Normal,
raticate_9,Normal,
raticate_10,Normal,
raticate_11,Normal,
raticate_12,Normal,
raticate_13,Normal,
raticate_14,Normal,
raticate_15,Normal,
raticate_16,Normal,
raticate_17,Normal,
raticate_18,Normal,
raticate_19,Normal,
raticate_20,Normal,
raticate_21,Normal,
raticate_22,Normal,
raticate_23,Normal,
raticate_24,Normal,
raticate_25,Normal,
raticate_26,Normal,
raticate_27,Normal,
raticate_28,Normal,
raticate_29,Normal,
raticate_30,Normal,
raticate_31,Normal,
raticate_32,Normal,
raticate_33,Normal,
raticate_34,Normal,
raticate_35,Normal,
raticate_36,Normal,
raticate_37,Normal,
raticate_38,Normal,
raticate_39,Normal,
